ammenity,location,name,price,type,view,Column1,Cleaned_name,Number of Ammenity
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near MRT, 24 hours security",Petaling Jaya,"Master Room at BU10, Bandar Utama Zero Deposit (Stay first Pay later)",RM 800.00,Master Room,54,Views,Master Room at BU10 Bandar Utama Zero Deposit Stay first Pay later,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground",Malaysia,MALE UNITS! Middle Room with Free Facilities to Enjoy in Union Suites @ Bandar Sunway,"RM 1,300.00",Middle Room,16,Views,MALE UNITS Middle Room with Free Facilities to Enjoy in Union Suites  Bandar Sunway,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near MRT, Near Bus stop, Mini Market",Petaling Jaya,"Middle Room at Damansara Kim, Damansara Utama",RM 569.00,Middle Room,55,Views,Middle Room at Damansara Kim Damansara Utama,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near Bus stop, 24 hours security, Mini Market",Selangor,5 mins walk to Taman paramount LRT🚊🚊🚊ZERO DEPOSIT,RM 650.00,Middle Room,155,Views,5 mins walk to Taman paramount LRTZERO DEPOSIT,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, Near Bus stop, Mini Market",Selangor,Comfort Free One Month Room Rental - Bandar Puchong Jaya (Walking Distance to LRT Station),RM 490.00,Middle Room,26,Views,Comfort Free One Month Room Rental  Bandar Puchong Jaya Walking Distance to LRT Station,9
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, Multi-purpose hall, Surau",Petaling Jaya,1 Month Deposit Only.. Can be walking LRT Station ..,RM 450.00,Middle Room,96,Views,1 Month Deposit Only.. Can be walking LRT Station ..,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground",Selangor,"Middle Room at Cyberjaya, Selangor",RM 280.00,Middle Room,474,Views,Middle Room at Cyberjaya Selangor,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Mini Market",,"Middle Room at SPRING AVENUE Kuchai Lama, Kuala Lumpur",RM 700.00,Middle Room,138,Views,Middle Room at SPRING AVENUE Kuchai Lama Kuala Lumpur,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom",Petaling Jaya,Beautiful Single Room with Private Bathroom *LAST UNIT* PROMOTION for April2022,RM 620.00,Single Room,271,Views,Beautiful Single Room with Private Bathroom LAST UNIT PROMOTION for April2022,5
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Playground, Covered car park, Mini Market",Petaling Jaya,🔥 NO DEPOSIT!!! FREE ONE MONTH RENTAL !!! 🔥,RM 400.00,Single Room,616,Views, NO DEPOSIT FREE ONE MONTH RENTAL  ,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Mini Market",Petaling Jaya,NO DEPOSIT!!! FREE ONE MONTH RENTAL!!!🔥🔥🔥,RM 450.00,Middle Room,551,Views,NO DEPOSIT FREE ONE MONTH RENTAL,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, Mini Market",Selangor,"Master Room at Taman Paramount, Petaling Jaya",RM 400.00,Master Room,420,Views,Master Room at Taman Paramount Petaling Jaya,13
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, Covered car park, Mini Market",Selangor,"🌈 Budget Single Room at SEAPARK  - ( Jalan 21/24 , Seapark )",RM 490.00,Single Room,51,Views, Budget Single Room at SEAPARK    Jalan 2124  Seapark ,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near LRT, Near Train, Near Bus stop, Mini Market",Selangor,◑﹏◐ Walking Distance to LRT Station ✿ Puchong Air-Cond Super Single Room,RM 440.00,Single Room,85,Views, Walking Distance to LRT Station  Puchong AirCond Super Single Room,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near Bus stop",Petaling Jaya,"❗Zero Deposit / Middle Room at BU7, Bandar Utama Nearby Centre Point Bandar Utama ⚡",RM 680.00,Middle Room,43,Views,Zero Deposit  Middle Room at BU7 Bandar Utama Nearby Centre Point Bandar Utama ,5
"Air-Conditioning, Washing Machine, 24 hours security, Covered car park",Shah Alam,Cozy Middle Room at Setia Alam Near SCM and Top Glover!!,RM 650.00,Middle Room,34,Views,Cozy Middle Room at Setia Alam Near SCM and Top Glover,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, 24 hours security, Covered car park",Selangor,Room Ready to move in ✔,RM 450.00,Single Room,19,Views,Room Ready to move in ,10
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Near LRT, Near Bus stop",Selangor,"Available now 🔥LOW DEPO!!🔥HOT SPOT SEA PARK, AEON BIG 3 DAMANSARA, SS2 PASAR MALAM🔥ROOM FOR RENT IN SS2 AREA✨",RM 480.00,Single Room,71,Views,Available now LOW DEPOHOT SPOT SEA PARK AEON BIG 3 DAMANSARA SS2 PASAR MALAMROOM FOR RENT IN SS2 AREA,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, 24 hours security",Petaling Jaya,"Zero Deposit ~ Middle Room at BU4, Bandar Utama",RM 650.00,Middle Room,59,Views,Zero Deposit  Middle Room at BU4 Bandar Utama,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near Train, Covered car park",Selangor,🔥🔥ZERO DEPOSIT NEEDED🔥🔥 LIMITED ROOM FOR RENT IN KELANA JAYA!!!!!!!🔥🔥,RM 600.00,Middle Room,17,Views,ZERO DEPOSIT NEEDED LIMITED ROOM FOR RENT IN KELANA JAYA,8
"Washing Machine, Wifi / Internet Access, Share Bathroom, 24 hours security, Playground",Selangor,"🌻Zero Depsoit - Single Room for rent at Damansara Jaya, Petaling Jaya | Atria | KDU | 3 Damansara | Starling Mall | Uptown",RM 368.00,Single Room,84,Views,Zero Depsoit  Single Room for rent at Damansara Jaya Petaling Jaya  Atria  KDU  3 Damansara  Starling Mall  Uptown,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,0% Deposit rental ❗ Medium Room at SS2 PJ 👍 LRT station 🚡,RM 550.00,Middle Room,94,Views,0 Deposit rental  Medium Room at SS2 PJ  LRT station ,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed",Malaysia,Low Deposit /No Deposit fully/ partial furnished cozy aircond room in PJ ss 2/ Damansara Jaya/TTDI /Bandar Utama,RM 550.00,Middle Room,23,Views,Low Deposit No Deposit fully partial furnished cozy aircond room in PJ ss 2 Damansara JayaTTDI Bandar Utama,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, Playground",Selangor,"🙅🏾‍♀️NO DEPOSIT Single Room at Damansara Intan, Petaling Jaya/ Tropicana city mall/seskyen 17/ ss2",RM 520.00,Single Room,80,Views,NO DEPOSIT Single Room at Damansara Intan Petaling Jaya Tropicana city mallseskyen 17 ss2,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Private Bathroom, Near KTM / LRT, Near KTM, Near MRT, Near Bus stop, 24 hours security, Covered car park, Mini Market",Kuala Lumpur,"✋STOP SCROLLING 🧨🧨🧨HOTEL TYPE MASTER ROOM 🧨🧨🧨 Cozy , Comfy & Spacious Room , WOW !!🎈 🛏PRIVATE ROOM & PRIVATE BATHROOM 🛁",RM 980.00,Master Room,682,Views,STOP SCROLLING HOTEL TYPE MASTER ROOM  Cozy  Comfy  Spacious Room  WOW  PRIVATE ROOM  PRIVATE BATHROOM ,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near LRT / MRT, Near Bus stop, Covered car park",Selangor,"0 Deposit Middle Room attach bathroom. 5-10mins walking distance to SJMC/AEU/Into college, 5mins drive t ok Bandar Sunway",RM 780.00,Middle Room,53,Views,0 Deposit Middle Room attach bathroom. 510mins walking distance to SJMCAEUInto college 5mins drive t ok Bandar Sunway,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Private Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground",Kuala Lumpur,Room with Bathroom Attached in Riverville Residence @ Sri Sentosa,RM 690.00,Middle Room,250,Views,Room with Bathroom Attached in Riverville Residence  Sri Sentosa,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom",Selangor,"RM 1 For 2nd Month! Single Room at UEP Subang Jaya, Subang Jaya",RM 500.00,Single Room,44,Views,RM 1 For 2nd Month Single Room at UEP Subang Jaya Subang Jaya,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Playground, Mini Market",Selangor,ZERO DEPOSIT Bandar Sri Damansara Room,RM 400.00,Middle Room,291,Views,ZERO DEPOSIT Bandar Sri Damansara Room,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Train, 24 hours security, Mini Market",Malaysia,🔰 VERY HOT UNIT 🔰 MIDDLE ROOM 2ND MONTH JUST ONLY RM1,RM 630.00,Middle Room,39,Views, VERY HOT UNIT  MIDDLE ROOM 2ND MONTH JUST ONLY RM1,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near Bus stop",Malaysia,🔥 Single Room Bangsar Nearby Bangsar Village Mall Jalan Telawi Business Center 🔥.,RM 550.00,Single Room,1191,Views, Single Room Bangsar Nearby Bangsar Village Mall Jalan Telawi Business Center .,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access",Selangor,"⬛⬜ Middle Room at Setia Alam, Shah Alam. Free High Speed WiFi ⚡",RM 570.00,Middle Room,117,Views, Middle Room at Setia Alam Shah Alam. Free High Speed WiFi ,3
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near KTM, Near LRT, Near Bus stop, Covered car park, Mini Market",Selangor,"Zero Deposit! Single room at Suabng SS15, 🚶‍♂️6min walking distance SJMC /Alliance Bank /Subang parade /LRT Subang 🌟🌟✨",RM 480.00,Single Room,71,Views,Zero Deposit Single room at Suabng SS15 6min walking distance SJMC Alliance Bank Subang parade LRT Subang ,10
"Air-Conditioning, Washing Machine, Cooking Allowed, 24 hours security, Playground",Selangor,"Single Room at Bandar Puteri Puchong, Puchong",RM 470.00,Single Room,129,Views,Single Room at Bandar Puteri Puchong Puchong,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Playground, Covered car park, Mini Market",Malaysia,"Single Room at Shah Alam, Selangor",RM 400.00,Single Room,191,Views,Single Room at Shah Alam Selangor,8
"Air-Conditioning, Wifi / Internet Access, Near LRT, Near Bus stop",KL City Centre,"Regalia Rooftop Pool KL City, No Deposit, Near LRT, Sunway Putra Mall","RM 1,100.00",Master Room,184,Views,Regalia Rooftop Pool KL City No Deposit Near LRT Sunway Putra Mall,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Playground, Mini Market",Selangor,LOW DEPO NEGOTIABLE MIDDLE ROOM BANDAR UTAMA 1 TO 12,RM 590.00,Middle Room,9,Views,LOW DEPO NEGOTIABLE MIDDLE ROOM BANDAR UTAMA 1 TO 12,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Surau, Mini Market",Malaysia,Master room private bathroom walk 200m to Pavillion 2 attach balcony,RM 990.00,Master Room,86,Views,Master room private bathroom walk 200m to Pavillion 2 attach balcony,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, Mini Market",Puchong,"💥Zero Deposit💥 Comfort Single Room With AC at Taman Wawasan, Puchong 🚗Easy Access to Highway 🏪Convenience Store Nearby 🛍️ Shopping Mall Nearby",RM 560.00,Single Room,16,Views,Zero Deposit Comfort Single Room With AC at Taman Wawasan Puchong Easy Access to Highway Convenience Store Nearby  Shopping Mall Nearby,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom",Selangor,"🔰 Fully Furnished Single Room 🔰 Only 1 month deposit 📣📣 High Speed Wifi, Weekly Cleaning & Utilities Included",RM 700.00,Middle Room,38,Views, Fully Furnished Single Room  Only 1 month deposit  High Speed Wifi Weekly Cleaning  Utilities Included,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near Bus stop",Petaling Jaya,"💎[1 Month Deposit] Middle Room Dataran Sunway, Kota Damansara💎",RM 590.00,Middle Room,40,Views,1 Month Deposit Middle Room Dataran Sunway Kota Damansara,5
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom",Petaling Jaya,"1 MONTH DEPOSIT SINGLE ROOM IN SS20 DAMANSARA, TAMAN SEA , SS2, BANDAR UTAMA, TAMAN TUN DR ISMAIL",RM 390.00,Single Room,67,Views,1 MONTH DEPOSIT SINGLE ROOM IN SS20 DAMANSARA TAMAN SEA  SS2 BANDAR UTAMA TAMAN TUN DR ISMAIL,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near Bus stop, 24 hours security",Selangor,"!! Zero Deposit % !! Middle Room at Kota Kemuning, Shah Alam High Speed Wi-FI",RM 540.00,Middle Room,41,Views, Zero Deposit   Middle Room at Kota Kemuning Shah Alam High Speed WiFI,6
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Covered car park",Petaling Jaya,"RENT single room for rent , jalan bu 7/2, bu7, bandar utama",RM 390.00,Single Room,47,Views,RENT single room for rent  jalan bu 72 bu7 bandar utama,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT",Selangor,"⭐Single Room at SS2 🚶Walking distance to LRT Taman Bahagia, LRT Taman Paramount  ⭕Easy Access to Chow Yang, SS2 Square, Atria, 3 Damansara",RM 400.00,Single Room,246,Views,Single Room at SS2 Walking distance to LRT Taman Bahagia LRT Taman Paramount  Easy Access to Chow Yang SS2 Square Atria 3 Damansara,5
"Washing Machine, Share Bathroom, 24 hours security",Selangor,"[ Bandar Puchong Jaya Hotel ] Middle Queen Size Bedroom with private Bathroom for rent Nearby LRT Puchong Jaya, IOI Mall, Setia Walk & Tesco !!!",RM 700.00,Middle Room,105,Views, Bandar Puchong Jaya Hotel  Middle Queen Size Bedroom with private Bathroom for rent Nearby LRT Puchong Jaya IOI Mall Setia Walk  Tesco ,3
"Air-Conditioning, Washing Machine, Cooking Allowed, Private Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground",Kuala Lumpur,"Master Room attached with bathroom at Bangsar Puteri, Bangsar, Fully-Furnished, Prefer Chinese Female / Couple only","RM 1,000.00",Master Room,32,Views,Master Room attached with bathroom at Bangsar Puteri Bangsar FullyFurnished Prefer Chinese Female  Couple only,9
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Single Bedroom with Fan & A/C For Rent,RM 640.00,Single Room,41,Views, KL Sentral Mansion Sentral  Fully Furnished Single Bedroom with Fan  AC For Rent,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park",Johor Bahru,"Middle Room at Taman Megah Ria, Pasir Gudang",RM 700.00,Middle Room,28,Views,Middle Room at Taman Megah Ria Pasir Gudang,10
"Washing Machine, Cooking Allowed, TV, Near Bus stop, Mini Market",Ampang,"Single Room at Hata Square, Pandan",RM 450.00,Single Room,34,Views,Single Room at Hata Square Pandan,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Covered car park, Surau, Mini Market",Petaling Jaya,Free utility female SMALL ROOM AT PELANGI UTAMA CONDO,RM 599.00,Single Room,118,Views,Free utility female SMALL ROOM AT PELANGI UTAMA CONDO,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near KTM, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park",Selangor,🔱[ Seri Kembangan Astetica Residences ] Middle Bed Room to Rent Fully Furnished on (New Renovated Unit🔥) on 28th Floor,RM 680.00,Middle Room,45,Views, Seri Kembangan Astetica Residences  Middle Bed Room to Rent Fully Furnished on New Renovated Unit on 28th Floor,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Private Bathroom, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,"Female MASTER BEDROOM AT PELANGI UTAMA DEF,",RM 800.00,Master Room,303,Views,Female MASTER BEDROOM AT PELANGI UTAMA DEF,19
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Petaling Jaya,💎[ Pacific Place Ara Damansara ] Master Rooms with Bathroom with A/C & Fan to Rent (Block C 3Ath Floor),RM 960.00,Master Room,31,Views, Pacific Place Ara Damansara  Master Rooms with Bathroom with AC  Fan to Rent Block C 3Ath Floor,16
"Air-Conditioning, Washing Machine, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near LRT, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,Room for rent damansara pj area,RM 370.00,Middle Room,21,Views,Room for rent damansara pj area,17
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Setapak,"[6 Mins Walk to LRT!!!] Newly Renovated with Air Con Single Room at Wangsa Metroview, Wangsa Maju",RM 550.00,Single Room,41,Views,6 Mins Walk to LRT Newly Renovated with Air Con Single Room at Wangsa Metroview Wangsa Maju,19
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, 24 hours security, Playground, Surau, Mini Market",Petaling Jaya,"Middle Room at PJS 9, Bandar Sunway",RM 600.00,Middle Room,10,Views,Middle Room at PJS 9 Bandar Sunway,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,Room Stay Desa Cempaka Nilai,RM 550.00,Single Room,26,Views,Room Stay Desa Cempaka Nilai,18
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground",Kuala Lumpur,"Master Room at D'Sands Residence, Old Klang Road","RM 1,100.00",Master Room,18,Views,Master Room at DSands Residence Old Klang Road,11
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Train, Near Bus stop, 24 hours security, Multi-purpose hall, Playground, Surau, Mini Market",Malaysia,"Zero Deposit Single Room at Semenyih, Selangor Bilik Sewa Near Bangi",RM 389.00,Single Room,12,Views,Zero Deposit Single Room at Semenyih Selangor Bilik Sewa Near Bangi,12
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Single Bedroom with Fan & A/C For Rent,RM 610.00,Single Room,40,Views, KL Sentral Mansion Sentral  Fully Furnished Single Bedroom with Fan  AC For Rent,11
"Washing Machine, Wifi / Internet Access, Cooking Allowed, 24 hours security, Playground",Penang,"Single Room at Butterworth, Seberang Perai",RM 230.00,Single Room,84,Views,Single Room at Butterworth Seberang Perai,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Train, Near Bus stop, Covered car park, Mini Market",Selangor,PJS11/06 - Medium Room For Rent [Weekly Cleaner+300mbps Wifi],RM 600.00,Middle Room,14,Views,PJS1106  Medium Room For Rent Weekly Cleaner300mbps Wifi,9
"Air-Conditioning, Washing Machine, Cooking Allowed, Near Bus stop",Kuala Lumpur,"Middle Room at Midfields, Sungai Besi",RM 400.00,Middle Room,11,Views,Middle Room at Midfields Sungai Besi,4
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM, Near Train, Swimming Pools",Selangor,[ Astetica Residences Seri Kembangan ] Middle ROOM TO RENT !!!! Fully Furnished Seri Kembangan Nearby The Mines Portman College Serdang KTM,RM 700.00,Middle Room,86,Views, Astetica Residences Seri Kembangan  Middle ROOM TO RENT  Fully Furnished Seri Kembangan Nearby The Mines Portman College Serdang KTM,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Petaling Jaya,"Middle Room at Emporis, Kota Damansara",RM 800.00,Middle Room,33,Views,Middle Room at Emporis Kota Damansara,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, OKU Friendly, Multi-purpose hall, Surau, Mini Market",Petaling Jaya,((0 DEPOSIT)) Cozy Master Room including utility bill at Bandar Sunway Indah Villa,RM 850.00,Master Room,8,Views,0 DEPOSIT Cozy Master Room including utility bill at Bandar Sunway Indah Villa,12
"Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, 24 hours security, Swimming Pools, Gymnasium Facility",Kuala Lumpur,"Middle Room at Kiara 163, Mont Kiara","RM 1,690.00",Middle Room,22,Views,Middle Room at Kiara 163 Mont Kiara,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park, Mini Market",Petaling Jaya,"((0 DEPOSIT)) Middle Room  including utility bill at Pacific Place, Ara Damansara",RM 650.00,Middle Room,12,Views,0 DEPOSIT Middle Room  including utility bill at Pacific Place Ara Damansara,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Setapak,"[6 Mins walk to LRT!!!!] Newly Renovated with Air Con Master Room at Wangsa Metroview, Wangsa Maju",RM 770.00,Master Room,26,Views,6 Mins walk to LRT Newly Renovated with Air Con Master Room at Wangsa Metroview Wangsa Maju,19
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,F/F SINGLE ROOM at SS2 nearby LRT Station include utility / cleaning / WIFI,RM 450.00,Single Room,12,Views,FF SINGLE ROOM at SS2 nearby LRT Station include utility  cleaning  WIFI,7
"Washing Machine, Cooking Allowed, TV, Share Bathroom, 24 hours security, OKU Friendly, Playground, Covered car park, Surau",Malaysia,"BILIK SINGLE UNTUK DISEWA PPAM SERULING, PRESINT 5 PUTRAJAYA",RM 450.00,Middle Room,362,Views,BILIK SINGLE UNTUK DISEWA PPAM SERULING PRESINT 5 PUTRAJAYA,9
"Washing Machine, Cooking Allowed, TV, Share Bathroom, Private Bathroom, Near LRT / MRT, Near KTM, Near MRT, 24 hours security, Covered car park, Surau",Malaysia,Pangsapuri Danua Bayu,RM 350.00,Master Room,33,Views,Pangsapuri Danua Bayu,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, OKU Friendly, Multi-purpose hall, Surau, Mini Market",Petaling Jaya,((0 DEPOSIT))Cozy Middle Room including utility bill at Bandar Sunway Indah Villa,RM 650.00,Middle Room,5,Views,0 DEPOSITCozy Middle Room including utility bill at Bandar Sunway Indah Villa,12
"Washing Machine, Wifi / Internet Access, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Playground",Selangor,"✨ACTUAL PHOTO✨ Single Room at Casa Tiara, Subang Jaya",RM 580.00,Single Room,265,Views,ACTUAL PHOTO Single Room at Casa Tiara Subang Jaya,7
"Air-Conditioning, Washing Machine, Cooking Allowed, Share Bathroom, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,Single room for rent @ Mutiara Ville,RM 450.00,Single Room,82,Views,Single room for rent  Mutiara Ville,14
"Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Near KTM / LRT, Near MRT, Near Bus stop, 24 hours security, Swimming Pools",Selangor,"Single Room at Bandar Sunway, Petaling Jaya",RM 500.00,Single Room,26,Views,Single Room at Bandar Sunway Petaling Jaya,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Private Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility",Selangor,"Female Master Room at Astetica Residences, Seri Kembangan",RM 800.00,Master Room,14,Views,Female Master Room at Astetica Residences Seri Kembangan,9
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Middle Room with Double Single Bedroom with Fan & A/C For Rent,RM 710.00,Middle Room,32,Views, KL Sentral Mansion Sentral  Fully Furnished Middle Room with Double Single Bedroom with Fan  AC For Rent,11
"Washing Machine, Wifi / Internet Access, Cooking Allowed, 24 hours security",Selangor,Spacious Room Free Wifi at Taman Klang Utama nr setia alam Bandar bukit raja,RM 350.00,Middle Room,44,Views,Spacious Room Free Wifi at Taman Klang Utama nr setia alam Bandar bukit raja,4
