ammenity,location,name,price,type,view,Column1,Cleaned_name,Number of Ammenity
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near MRT, Near Train, Near Bus stop, Swimming Pools, OKU Friendly, Mini Market",Petaling Jaya,(Low Deposit Package) Middle Room Palm Spring Kota Damansara walking distance to MRT Surian,RM 560.00,Middle Room,19,Views,Low Deposit Package Middle Room Palm Spring Kota Damansara walking distance to MRT Surian,10
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Playground, Mini Market",Petaling Jaya,A Very comfortable room with walking distance to Atria Shopping gallery 🛒🛒🛒,RM 480.00,Single Room,72,Views,A Very comfortable room with walking distance to Atria Shopping gallery ,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed",Malaysia,"Middle Room at Bukit Jalil, Kuala Lumpur 😎",RM 520.00,Middle Room,615,Views,Middle Room at Bukit Jalil Kuala Lumpur ,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Playground, Covered car park, Mini Market",Selangor,"Single room for rent at SS2 , Atria, Oval Damansara , Damansara 3 , Damansara Uptown ,TTDI",RM 730.00,Single Room,67,Views,Single room for rent at SS2  Atria Oval Damansara  Damansara 3  Damansara Uptown TTDI,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Playground, Surau, Mini Market",Petaling Jaya,"Single Room at Salvia Apartment, Kota Damansara",RM 480.00,Single Room,19,Views,Single Room at Salvia Apartment Kota Damansara,11
"Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,Small Room For Rent in Palm Spring Kota Damansara,RM 480.00,Single Room,72,Views,Small Room For Rent in Palm Spring Kota Damansara,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near MRT, OKU Friendly, Surau",Selangor,"(Zero Deposit Package) D'Alpinia, Puchong Near By 16Sierra, Putrajaya, Cyberjaya, Single room with Private bathroom",RM 800.00,Single Room,72,Views,Zero Deposit Package DAlpinia Puchong Near By 16Sierra Putrajaya Cyberjaya Single room with Private bathroom,8
"Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility",Kuala Lumpur,"(Low Deposit Package) Casa Green Bukit Jalil Near By APU, LRT Muhibbah, Pavillion Bukit Jalil, Middle room For rent",RM 600.00,Middle Room,286,Views,Low Deposit Package Casa Green Bukit Jalil Near By APU LRT Muhibbah Pavillion Bukit Jalil Middle room For rent,4
Share Bathroom,Selangor,Puchong Prima Near By LRT Puchong Prima  Single room,RM 500.00,Single Room,135,Views,Puchong Prima Near By LRT Puchong Prima  Single room,1
"Washing Machine, Wifi / Internet Access, Share Bathroom",Shah Alam,"(Low Deposit Package) Subang Bestari Near By Help University, Original Single room",RM 570.00,Single Room,57,Views,Low Deposit Package Subang Bestari Near By Help University Original Single room,3
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Mini Market",Kuala Lumpur,"Middle Room at Maxim Residences, Cheras",RM 850.00,Middle Room,6,Views,Middle Room at Maxim Residences Cheras,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Mini Market",Seberang Perai,"Middle Room at Taman Kota Permai, Bukit Mertajam",RM 460.00,Middle Room,13,Views,Middle Room at Taman Kota Permai Bukit Mertajam,7
Near Bus stop,Malaysia,Single Room (Fully Furnished) in Setapak,RM 650.00,Single Room,24,Views,Single Room Fully Furnished in Setapak,1
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Private Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, OKU Friendly, Surau, Mini Market",Petaling Jaya,"(Low Deposit Package) One Damansara, Damansara Damai, Near By MRT Station, EcoSave Master Room with Private Bathroom",RM 850.00,Master Room,49,Views,Low Deposit Package One Damansara Damansara Damai Near By MRT Station EcoSave Master Room with Private Bathroom,11
"Wifi / Internet Access, Cooking Allowed, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,[Last Unit] Master Room For Rent in Palm Spring Kota Damansara Petaling Jaya,RM 660.00,Master Room,158,Views,Last Unit Master Room For Rent in Palm Spring Kota Damansara Petaling Jaya,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Train, 24 hours security",Selangor,🎇 HOT UNIT 🎇🔰  SS15 MIDDLE ROOM  🔰 ❤❤❤  1️⃣MONTH deposit ❤❤❤❤  2️⃣nd months rental only rm1,RM 580.00,Middle Room,85,Views, HOT UNIT   SS15 MIDDLE ROOM     1MONTH deposit   2nd months rental only rm1,8
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Near LRT / MRT, 24 hours security",Petaling Jaya,"Middle Room at  Bandar Utama, One Utama Mall, Mrt One Utama, Centre Point",RM 650.00,Middle Room,169,Views,Middle Room at  Bandar Utama One Utama Mall Mrt One Utama Centre Point,5
"Washing Machine, Wifi / Internet Access, Near LRT, Near Bus stop, Covered car park, Mini Market",Puchong,"Room for RENT at Jalan Wawasan, Puchong",RM 400.00,Middle Room,111,Views,Room for RENT at Jalan Wawasan Puchong,6
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near MRT, Near Bus stop",Selangor,"Studio at Kota Damansara, Petaling Jaya",RM 680.00,Studio,217,Views,Studio at Kota Damansara Petaling Jaya,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom",Petaling Jaya,"Middle Room at D'Aman Crimson, Ara Damansara",RM 700.00,Middle Room,210,Views,Middle Room at DAman Crimson Ara Damansara,4
"Washing Machine, Wifi / Internet Access, Share Bathroom, Near LRT, Near Bus stop, Playground, Covered car park",Selangor,"Middle Room at Sea Park, Petaling Jaya",RM 550.00,Middle Room,277,Views,Middle Room at Sea Park Petaling Jaya,7
"Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Surau",Kuala Lumpur,Comfort Zero Deposit .. Small room for rent at Bukit Jalil,RM 450.00,Single Room,69,Views,Comfort Zero Deposit .. Small room for rent at Bukit Jalil,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Surau, Mini Market",Petaling Jaya,Medium Room,RM 700.00,Middle Room,18,Views,Medium Room,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Mini Market",Selangor,Room to rent,RM 500.00,Single Room,300,Views,Room to rent,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground",Kuala Lumpur,Room with Bathroom Attached in Riverville Residence @ Sri Sentosa,RM 690.00,Middle Room,250,Views,Room with Bathroom Attached in Riverville Residence  Sri Sentosa,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, Playground",Petaling Jaya,"🌟 5mins walk to LRT Kelana Jaya 🌟 Fully Furnished Single Room, Zero Deposit, Utilities Included, Surround by Shops & Eateries 📣📣",RM 550.00,Single Room,7,Views, 5mins walk to LRT Kelana Jaya  Fully Furnished Single Room Zero Deposit Utilities Included Surround by Shops  Eateries ,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near Bus stop",Selangor,"🏡Nearby LRT Station 💥 Middle Room Bandar Puchong Jaya, Puchong 💥",RM 540.00,Middle Room,137,Views,Nearby LRT Station  Middle Room Bandar Puchong Jaya Puchong ,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Mini Market",Petaling Jaya,"Palm Spring Condo, Kota Damansara Single Room Near to Surian MRT Fully Furnished",RM 570.00,Single Room,203,Views,Palm Spring Condo Kota Damansara Single Room Near to Surian MRT Fully Furnished,12
"Cooking Allowed, Near LRT, Near Bus stop",Selangor,comfortable Tanpa Deposit ⚠️⚠️ Middle Room for rent 🚇🚇 Walking LRT SS18,RM 550.00,Middle Room,51,Views,comfortable Tanpa Deposit  Middle Room for rent  Walking LRT SS18,3
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near Bus stop",Selangor,"Single Room at Bandar Utama, Petaling Jaya with High Speed WIFI",RM 490.00,Single Room,45,Views,Single Room at Bandar Utama Petaling Jaya with High Speed WIFI,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,"🆓🆓🆓Free Shuttle to Sunway, Taylor & Monash University at Union Suites Condo @ Bandar Sunway",RM 900.00,Master Room,84,Views,Free Shuttle to Sunway Taylor  Monash University at Union Suites Condo  Bandar Sunway,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Covered car park",Selangor,"Middle Room at Setia Alam, Shah Alam",RM 580.00,Middle Room,60,Views,Middle Room at Setia Alam Shah Alam,7
"Wifi / Internet Access, Cooking Allowed, Share Bathroom, Mini Market",Petaling Jaya,0 Deposit Fully Furnished Middle With Aircond & Window @ Palm Spring Condominium Walking Distance to MRT Surian,RM 610.00,Middle Room,139,Views,0 Deposit Fully Furnished Middle With Aircond  Window  Palm Spring Condominium Walking Distance to MRT Surian,4
"Washing Machine, Share Bathroom, Playground",Malaysia,"Middle Room at Ipoh, Perak",RM 350.00,Middle Room,10,Views,Middle Room at Ipoh Perak,3
"Washing Machine, Wifi / Internet Access, Share Bathroom, Near Bus stop, 24 hours security, Covered car park, Mini Market",Selangor,Free Utilities & WIFI _ SS2 2 sty Landed House _ Good In Condition,RM 620.00,Middle Room,33,Views,Free Utilities  WIFI  SS2 2 sty Landed House  Good In Condition,7
"Washing Machine, Wifi / Internet Access",Selangor,"Middle Room at Bandar Botanic, Klang",RM 680.00,Middle Room,32,Views,Middle Room at Bandar Botanic Klang,2
"Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Playground, Covered car park, Surau, Mini Market",Selangor,"Single Room at Taman Salak Perdana, Sepang",RM 300.00,Single Room,6,Views,Single Room at Taman Salak Perdana Sepang,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Train, Near Bus stop, Covered car park, Mini Market",Petaling Jaya,Nice Medium Room For Rent at PJS 11/06 [Double Storey Landed House+Weekly Cleaner],RM 600.00,Middle Room,3,Views,Nice Medium Room For Rent at PJS 1106 Double Storey Landed HouseWeekly Cleaner,9
"Cooking Allowed, Share Bathroom, Private Bathroom, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,FULLY FURNISHED  MASTER ROOM  WITH PRIVATE TOILET AT PALM SPRING,RM 650.00,Master Room,41,Views,FULLY FURNISHED  MASTER ROOM  WITH PRIVATE TOILET AT PALM SPRING,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park",Puchong,"(NEW) Female Master Room with Covered Parking & Private Bathroom @ Skyville 8, Old Klang Road",RM 950.00,Master Room,3,Views,NEW Female Master Room with Covered Parking  Private Bathroom  Skyville 8 Old Klang Road,11
"Wifi / Internet Access, Cooking Allowed, Share Bathroom, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,Small Room For Rent in Pacific Place Ara Damansara,RM 570.00,Single Room,59,Views,Small Room For Rent in Pacific Place Ara Damansara,7
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,FULLY FURNISHED ROOM FOR RENT IN CASA INDAH 1 KOTA DAMANSARA,RM 630.00,Middle Room,167,Views,FULLY FURNISHED ROOM FOR RENT IN CASA INDAH 1 KOTA DAMANSARA,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Playground, Surau, Mini Market",Petaling Jaya,"Middle Room at PJS 9, Bandar Sunway",RM 600.00,Middle Room,1,Views,Middle Room at PJS 9 Bandar Sunway,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, 24 hours security, Playground",Selangor,"🔰 Fully Furnished Single Room 🔰 Equipped with Basic Facilities, High Speed Wifi, Utilities Included 📣📣",RM 550.00,Single Room,6,Views, Fully Furnished Single Room  Equipped with Basic Facilities High Speed Wifi Utilities Included ,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security",Selangor,[HOT]!!! 5 minutes driving distance to SS2 Town and LRT Taman Bahagia,RM 500.00,Single Room,4,Views,HOT 5 minutes driving distance to SS2 Town and LRT Taman Bahagia,12
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near MRT, Near Bus stop",Selangor,"Studio at Kota Damansara, Petaling Jaya",RM 700.00,Studio,167,Views,Studio at Kota Damansara Petaling Jaya,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near Train",Malaysia,🔥🔥ZERO DEPOSIT NEEDED🔥🔥 LIMITED ROOM FOR RENT IN SUBANG JAYA!!!!!!!🔥🔥,RM 578.00,Middle Room,20,Views,ZERO DEPOSIT NEEDED LIMITED ROOM FOR RENT IN SUBANG JAYA,7
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near Bus stop, 24 hours security, Mini Market",Selangor,"🛎Second Month Rental Just Rm 1🛎Single Room at Bandar Utama, Petaling Jaya👏🏻👏🏻",RM 500.00,Single Room,114,Views,Second Month Rental Just Rm 1Single Room at Bandar Utama Petaling Jaya,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near Train, Near Bus stop, Covered car park, Mini Market",Selangor,🔔🔔Low Deposit Room For Rent On Damansara Jaya🔔🔔,RM 680.00,Master Room,59,Views,Low Deposit Room For Rent On Damansara Jaya,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Private Bathroom, Near Bus stop, 24 hours security, Covered car park",Selangor,"Middle Room at SS2, Petaling Jaya",RM 480.00,Middle Room,51,Views,Middle Room at SS2 Petaling Jaya,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near MRT, Near Bus stop, Swimming Pools, Gymnasium Facility",Petaling Jaya,"Middle Room at Palm Spring, Kota Damansara",RM 650.00,Middle Room,46,Views,Middle Room at Palm Spring Kota Damansara,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near LRT, Near Bus stop, 24 hours security, Mini Market",Malaysia,"🏠 Nearby INTI College 🏠 Fully Furnished Single Room,Utilities Included 👩 🎓👨 🎓 Student Promotion Price, WorkingAdult Welcome too",RM 550.00,Single Room,7,Views, Nearby INTI College  Fully Furnished Single RoomUtilities Included    Student Promotion Price WorkingAdult Welcome too,8
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom",Petaling Jaya,"SINGLE ROOM IN SS20 DAMANSARA,TAMAN SEA ,BANDAR UTAMA,TROPICANA CITY OFFICE TOWER,,STARLING MALL",RM 440.00,Single Room,81,Views,SINGLE ROOM IN SS20 DAMANSARATAMAN SEA BANDAR UTAMATROPICANA CITY OFFICE TOWERSTARLING MALL,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Playground",Selangor,"ZERO DEPOSIT 🥳️ ZERO DEPOSIT 🥳️ Cozy Single Aircond Room walking distand to Damansara Intan SS2, Petaling Jaya/Damansara Intan/Glo Mac/TTDI",RM 520.00,Single Room,86,Views,ZERO DEPOSIT  ZERO DEPOSIT  Cozy Single Aircond Room walking distand to Damansara Intan SS2 Petaling JayaDamansara IntanGlo MacTTDI,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Mini Market",Petaling Jaya,Walking distance to uptown/starling mall,RM 600.00,Middle Room,137,Views,Walking distance to uptownstarling mall,8
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Near LRT, 24 hours security, Multi-purpose hall",Selangor,"Middle Room at Bandar Sunway, Petaling Jaya",RM 520.00,Middle Room,64,Views,Middle Room at Bandar Sunway Petaling Jaya,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near LRT / MRT, Near Bus stop, 24 hours security, Covered car park, Mini Market",Selangor,MASTER ROOM IN PETALING JAYA ‼️‼️Walk to Taman Bahagia LRT,RM 860.00,Master Room,48,Views,MASTER ROOM IN PETALING JAYA Walk to Taman Bahagia LRT,10
